holo,apo,holo_res,apo_res,res_diff
3mfl,4who,1.77562,1.82997,-0.05435000000000012
6oe0,3kok,1.3,1.39809,-0.09809000000000001
4qom,4qoo,1.65,1.75,-0.10000000000000009
6oe1,2ax2,1.45,1.50001,-0.05001000000000011
4i4v,4i4u,1.50001,1.5720100000000001,-0.07200000000000006
4jsa,4js6,1.50004,1.55005,-0.05000999999999989
4jsz,4jsw,1.9000099999999998,1.9,9.999999999843467e-06
2ntu,2ntw,1.53046,1.5304200000000001,3.999999999981796e-05
1i2w,1i2s,1.6543900000000002,1.6532099999999998,0.001180000000000403
1tx8,3atk,1.69714,1.74102,-0.04387999999999992
2vb8,2vb9,1.5161799999999999,1.50006,0.016119999999999912
2ray,188l,1.7976400000000001,1.7873299999999999,0.010310000000000263
4i8h,3mi4,0.75183,0.801098,-0.04926799999999998
4i8h,3mfj,0.75183,0.801098,-0.04926799999999998
6eeo,4zao,1.7191400000000001,1.80065,-0.08150999999999997
1g3c,2bza,1.79994,1.8997400000000002,-0.09980000000000011
1w4p,3ev0,1.6756900000000001,1.77151,-0.0958199999999998
1tx7,3atk,1.75062,1.74102,0.009600000000000053
1bjv,3atk,1.6987299999999999,1.74102,-0.04229000000000016
1w4o,4l55,1.61161,1.64668,-0.035069999999999935
6b6c,6b6b,1.8996099999999998,1.80003,0.09957999999999978
4i8j,5mnc,0.871002,0.915877,-0.044875
1f0t,2tio,1.90028,1.932,-0.03171999999999997
6b6e,6b6b,1.8996400000000002,1.80003,0.0996100000000002
3aau,3atk,1.8002900000000002,1.74102,0.059270000000000156
1f0u,2bza,1.8016599999999998,1.8997400000000002,-0.09808000000000039
4yta,2by5,1.20002,1.3000200000000002,-0.10000000000000009
4yta,2by6,1.20002,1.3000200000000002,-0.10000000000000009
4yta,2by9,1.20002,1.3000200000000002,-0.10000000000000009
4i8k,5mnc,0.8495389999999999,0.915877,-0.06633800000000012
4i8g,3mi4,0.801098,0.801098,0.0
4i8g,3mfj,0.801098,0.801098,0.0
4i8l,5mnc,0.869009,0.915877,-0.04686800000000002
6gx0,3ioh,1.25,1.25001,-1.0000000000065512e-05
4mtb,1utq,1.21974,1.14998,0.06976000000000004
1g3e,2bza,1.8,1.8997400000000002,-0.09974000000000016
1g3d,2bza,1.7999900000000002,1.8997400000000002,-0.09975
1w4q,3ev0,1.67652,1.77151,-0.09498999999999991
3unr,2by5,1.20002,1.3000200000000002,-0.10000000000000009
3unr,2by6,1.20002,1.3000200000000002,-0.10000000000000009
3unr,2by9,1.20002,1.3000200000000002,-0.10000000000000009
6b6d,6b6b,1.8000099999999999,1.80003,-2.0000000000131024e-05
6ebe,3k7k,1.8795,1.90022,-0.02072000000000007
6eda,3k7k,1.8795,1.90022,-0.02072000000000007
5t3h,5k7r,1.5503200000000001,1.50001,0.05031000000000008
1g3b,2bza,1.80005,1.8997400000000002,-0.09969000000000028
4a9k,3p1d,1.80605,1.8600700000000001,-0.05402000000000018
6e8p,4zao,1.8998,1.80065,0.09914999999999985
5y02,5xzt,1.8,1.8000099999999999,-9.999999999843467e-06
1qbo,1tgc,1.80201,1.7973,0.004709999999999992
6e91,4zao,1.7987799999999998,1.80065,-0.0018700000000002603
3ryj,4q7w,1.39136,1.45001,-0.05865000000000009
3ryv,4ygn,1.19201,1.22908,-0.037069999999999936
2fmg,4q7p,1.59975,1.65005,-0.05030000000000001
2fmz,4q7p,1.59992,1.65005,-0.05013000000000001
5sz2,4e5q,1.6303299999999998,1.7024,-0.07207000000000008
5sz3,4e5q,1.6888400000000001,1.7024,-0.013559999999999794
6gxb,4ywp,1.34991,1.4481600000000001,-0.09825000000000017
5nxg,5thn,1.199,1.29774,-0.09873999999999983
4fvo,3d92,1.04967,1.10517,-0.05549999999999988
4fvn,3d92,1.05024,1.10517,-0.05492999999999992
5w8b,4q7p,1.60123,1.65005,-0.048820000000000086
6e92,4zao,1.7724799999999998,1.80065,-0.02817000000000025
6b59,4q7p,1.63781,1.65005,-0.012240000000000029
5eij,3k7k,1.9756799999999999,1.90022,0.07545999999999986
6mbv,4e5q,1.69462,1.7024,-0.007779999999999898
4frc,5y2r,0.980049,0.9990479999999999,-0.018998999999999988
5jmz,4zao,1.89969,1.80065,0.09904000000000002
2q1q,4e5q,1.65883,1.7024,-0.04356999999999989
4m2u,3k7k,1.9991599999999998,1.90022,0.0989399999999998
5nya,5thn,1.19906,1.29774,-0.09867999999999988
5sz1,3s76,1.54673,1.60101,-0.054280000000000106
3lka,2oxz,1.80053,1.90005,-0.09952000000000005
5nxm,5u0f,1.24625,1.20679,0.03946000000000005
5jn7,3s76,1.51661,1.60101,-0.08440000000000003
4z1n,2vva,1.4688299999999999,1.55996,-0.09113000000000016
3m2x,3k7k,1.86637,1.90022,-0.033849999999999936
6mby,4q9y,1.4955200000000002,1.55,-0.05447999999999986
5ny6,5nxv,1.10018,1.09728,0.0028999999999999027
5wlu,4ywp,1.38754,1.4481600000000001,-0.06062000000000012
5nxp,5u0f,1.24888,1.20679,0.04208999999999996
5ny3,3kon,1.39992,1.49753,-0.09760999999999997
4z0q,2ax2,1.45025,1.50001,-0.049760000000000026
2xyg,6bfj,1.57594,1.54275,0.03318999999999983
3mnu,3k7k,1.80152,1.90022,-0.09870000000000001
5wlr,4ywp,1.46201,1.4481600000000001,0.013849999999999918
4fu5,5y2r,0.979928,0.9990479999999999,-0.019119999999999915
5wlt,4q7p,1.56956,1.65005,-0.08048999999999995
4z1k,5yuk,1.3499299999999999,1.449,-0.09907000000000021
5nxw,3d93,1.09912,1.10095,-0.0018299999999999983
1xep,2rbp,1.54969,1.46691,0.08278000000000008
3bl0,3k7k,1.9000099999999998,1.90022,-0.00021000000000026553
5sz0,4e5q,1.6288799999999999,1.7024,-0.07352000000000003
5j1q,3wc6,1.74,1.6509900000000002,0.08900999999999981
3wc5,3wc6,1.70007,1.6509900000000002,0.04907999999999979
4z1j,5u0f,1.26915,1.20679,0.06235999999999997
4fpt,5y2r,0.9802200000000001,0.9990479999999999,-0.018827999999999845
5ny1,3d92,1.09893,1.10517,-0.006240000000000023
5mng,5mnb,0.8598899999999999,0.939371,-0.07948100000000002
4xv7,4xv8,1.62063,1.5700100000000001,0.05061999999999989
3qu0,1pw2,1.95007,1.94055,0.009519999999999973
4v2z,5oha,1.45051,1.5504,-0.09989000000000003
5u61,4jm8,1.22214,1.30018,-0.07803999999999989
3qqk,1pw2,1.85002,1.94055,-0.09053
3v7z,3qnv,1.60998,1.69002,-0.08004000000000011
5mno,5mne,0.960253,1.00757,-0.04731700000000005
3r1q,1pw2,1.84992,1.94055,-0.09062999999999999
5mnn,5mnb,0.8594809999999999,0.939371,-0.07989000000000002
4v30,5oh2,1.8494,1.89693,-0.04753000000000007
5mnh,5mne,0.9302600000000001,1.00757,-0.07730999999999999
4nmt,4k6y,1.39199,1.48001,-0.08801999999999999
5u60,4nve,1.50001,1.49416,0.005850000000000133
3r8v,1pw2,1.89982,1.94055,-0.04072999999999993
5u5w,4jqn,1.2900200000000002,1.35966,-0.06963999999999992
3qtw,1pw2,1.8494700000000002,1.94055,-0.09107999999999983
5mnp,5mne,1.00996,1.00757,0.002389999999999892
5u5y,4jqn,1.3,1.35966,-0.059660000000000046
5u5u,4jpu,1.33,1.4114,-0.08139999999999992
8a3h,7a3h,0.9805969999999999,0.952722,0.027874999999999983
3qwk,1pw2,1.8500400000000001,1.94055,-0.09050999999999987
3qx4,1pw2,1.9200099999999998,1.94055,-0.020540000000000225
3r7y,1pw2,1.90005,1.94055,-0.04049999999999998
3qql,1pw2,1.85018,1.94055,-0.09037000000000006
3a3h,1a3h,1.6352799999999998,1.60047,0.034809999999999786
4drv,4drr,1.555,1.50005,0.05494999999999983
5oh8,5oh2,1.9496,1.89693,0.052669999999999995
3rni,1pw2,1.9500099999999998,1.94055,0.009459999999999802
2zqa,2zq7,0.9500069999999999,0.9400069999999999,0.010000000000000009
3rm7,1pw2,1.85007,1.94055,-0.0904799999999999
3r7e,1pw2,1.90002,1.94055,-0.040529999999999955
3r7v,1pw2,1.9500099999999998,1.94055,0.009459999999999802
4nmv,4k6y,1.40004,1.48001,-0.0799700000000001
3rk9,1pw2,1.85008,1.94055,-0.09047000000000005
5u5v,4jm8,1.22204,1.30018,-0.07813999999999988
3rjc,1pw2,1.8500599999999998,1.94055,-0.09049000000000018
4ds0,4drr,1.555,1.50005,0.05494999999999983
3qtx,1pw2,1.95,1.94055,0.009449999999999958
6r1c,5oha,1.4949299999999999,1.5504,-0.05547000000000013
3qzh,1pw2,1.95002,1.94055,0.00947000000000009
3ql8,1pw2,1.9000700000000001,1.94055,-0.04047999999999985
5mnq,4hgc,1.33705,1.294,0.04305000000000003
4xv5,4xv8,1.55435,1.5700100000000001,-0.01566000000000023
3r9d,1pw2,1.95005,1.94055,0.009500000000000064
4uho,4uhm,1.23876,1.32949,-0.09072999999999998
3unj,1pw2,1.9000599999999999,1.94055,-0.04049000000000014
4mdg,3kok,1.35001,1.39809,-0.04808000000000012
6rvg,3qmp,1.10001,1.10004,-2.999999999997449e-05
5mb7,5p13,1.29901,1.3988200000000002,-0.09981000000000018
5lcp,5lct,1.42251,1.4956399999999999,-0.07312999999999992
5m6v,5lct,1.41774,1.4956399999999999,-0.07789999999999986
5m71,5lct,1.48783,1.4956399999999999,-0.007809999999999873
5lcu,5lct,1.57945,1.4956399999999999,0.08381000000000016
5mb5,5p4l,0.979665,1.07932,-0.09965500000000005
5mb0,5p4z,1.1486399999999999,1.24843,-0.09979000000000005
2zu4,2z9g,1.9335900000000001,1.8585099999999999,0.07508000000000026
3vbd,5nxv,1.04976,1.09728,-0.04752000000000001
1xz3,3f32,1.61805,1.7,-0.08194999999999997
3v7x,5nxv,1.032,1.09728,-0.06528
5fbi,1bio,1.46001,1.50126,-0.04125000000000001
5fbe,1bio,1.43003,1.50126,-0.07123000000000013
6f23,3q93,1.84001,1.8,0.04000999999999988
2zu3,2ztx,1.74747,1.69658,0.0508900000000001
2gyd,3f38,1.7202400000000002,1.7502900000000001,-0.03004999999999991
3v2p,3v2n,1.87463,1.8000099999999999,0.07462000000000013
5oke,5ok7,1.31,1.34,-0.030000000000000027
5zpb,5zp5,1.7926099999999998,1.7668,0.02580999999999989
5zpo,5zp5,1.729,1.7668,-0.037799999999999834
5zp2,5zp5,1.7480000000000002,1.7668,-0.018799999999999706
5zp0,5zp5,1.7380000000000002,1.7668,-0.028799999999999715
5zp6,5zp5,1.6878400000000002,1.7668,-0.0789599999999997
5zp3,5zp5,1.7819999999999998,1.7668,0.01519999999999988
5zoy,5zp5,1.695,1.7668,-0.07179999999999986
5zoz,5zp5,1.7019,1.7668,-0.06489999999999996
5zox,5zp5,1.69087,1.7668,-0.07592999999999983
5zph,5zp5,1.7196799999999999,1.7668,-0.04712000000000005
4cr9,1zhr,1.7001,1.73131,-0.03120999999999996
5zow,5zp5,1.7776,1.7668,0.010800000000000143
5zou,5zp5,1.679,1.7668,-0.08779999999999988
5zpf,5zp5,1.7589099999999998,1.7668,-0.007890000000000175
4cra,1zhr,1.8002599999999997,1.73131,0.06894999999999984
5zpc,5zp5,1.7406400000000002,1.7668,-0.02615999999999974
5zp9,5zp5,1.69973,1.7668,-0.06706999999999996
5zps,5zp5,1.74796,1.7668,-0.018839999999999968
5zpe,5zp5,1.6891900000000002,1.7668,-0.07760999999999973
5zp4,5zp5,1.7987400000000002,1.7668,0.0319400000000003
5zpi,5zp5,1.74653,1.7668,-0.02027000000000001
5zpa,5zp5,1.6888900000000002,1.7668,-0.0779099999999997
5zp1,5zp5,1.66897,1.7668,-0.09782999999999986
2bja,2ejd,1.89895,1.84802,0.05092999999999992
2ehu,2iy6,1.80227,1.79929,0.0029799999999999827
2eii,2iy6,1.87894,1.79929,0.07965
4kjj,4p3r,1.1503,1.1503,0.0
3csz,3csr,1.80004,1.8000900000000002,-5.0000000000105516e-05
2bhp,2iy6,1.7982200000000002,1.79929,-0.0010699999999999044
3ct0,3csr,1.7716,1.8000900000000002,-0.028490000000000126
3ch3,3ch2,1.7891700000000001,1.7989099999999998,-0.009739999999999638
2ien,5bry,1.2994299999999999,1.33877,-0.03934000000000015
2htx,4j1b,1.55971,1.65767,-0.09796000000000005
2gd8,4q9y,1.45784,1.55,-0.09216000000000002
2aoi,5bry,1.33946,1.33877,0.0006900000000000794
4r37,4r36,1.90018,1.9006299999999998,-0.0004499999999998394
1f74,1f6k,1.52789,1.60004,-0.07214999999999994
3qng,4owc,1.53662,1.62001,-0.08338999999999985
2aod,5bry,1.3986399999999999,1.33877,0.05986999999999987
4nfp,4nfo,1.60572,1.60931,-0.003589999999999982
2hu1,4lfp,1.62906,1.71977,-0.09071000000000007
4q8x,4mlx,1.55001,1.65,-0.0999899999999998
2dvx,2dvt,1.70128,1.7,0.0012799999999999478
1xbv,1kv8,1.65847,1.61932,0.03915000000000002
4q81,3s76,1.5497100000000001,1.60101,-0.0512999999999999
1tku,1tks,1.6964099999999998,1.6002299999999998,0.09617999999999993
4q83,4q7p,1.55005,1.65005,-0.10000000000000009
1kw6,1kw3,1.45001,1.45012,-0.0001100000000000545
4q87,4mlx,1.5500200000000002,1.65,-0.09997999999999974
4q8y,4q9y,1.45004,1.55,-0.09996000000000005
3s8u,483d,1.20012,1.10585,0.09427000000000008
3ft2,3mrj,1.8,1.87011,-0.0701099999999999
2nu5,2nuo,1.5636,1.49819,0.06541000000000019
3hga,1osu,1.29871,1.23959,0.05912000000000006
3s7c,483d,1.10019,1.10585,-0.005659999999999998
1lp4,1lpu,1.8604,1.85752,0.0028799999999999937
4jl1,4j27,1.68,1.59102,0.08897999999999984
4hap,4gwa,1.60001,1.60001,0.0
5mh1,5mh0,1.06713,1.14202,-0.07489000000000012
4jxr,4jxq,1.14995,1.15,-4.999999999988347e-05
1n2e,1mop,1.60028,1.60026,1.999999999990898e-05
5y5r,5y57,1.89878,1.9608900000000002,-0.06211000000000033
5u88,5u7c,1.8009,1.7502900000000001,0.05060999999999982
1uk8,1uka,1.6000299999999998,1.70003,-0.10000000000000009
3u81,4pym,1.13004,1.19,-0.05996000000000001
3gnr,3gno,1.81003,1.8300599999999998,-0.02002999999999977
2piy,1z5r,1.43003,1.40001,0.030019999999999936
4bkc,4bk6,1.7300099999999998,1.63113,0.09887999999999986
5bkb,5bk9,1.5820100000000001,1.5095,0.07251000000000007
4zun,4zup,1.39701,1.42068,-0.023669999999999858
3qff,3q2o,1.96112,1.95688,0.0042400000000000215
4zuo,4zup,1.33,1.42068,-0.09067999999999987
4zum,4zup,1.42001,1.42068,-0.0006699999999999484
3ikr,3ikn,1.6500099999999998,1.6,0.050009999999999666
6eoe,6eoc,1.705,1.6675,0.03750000000000009
4asq,2x95,1.89705,1.9596900000000002,-0.06264000000000025
4aa1,2x95,1.99099,1.9596900000000002,0.031299999999999883
2x90,2x95,1.97862,1.9596900000000002,0.01892999999999989
2xhm,2x95,1.95901,1.9596900000000002,-0.000680000000000236
4aa2,2x95,1.9904700000000002,1.9596900000000002,0.03078000000000003
4asr,2x95,1.89503,1.9596900000000002,-0.06466000000000016
2x93,2x95,1.98127,1.9596900000000002,0.021579999999999933
4tte,4qsq,1.8,1.8013299999999999,-0.0013299999999998313
2x94,2x95,1.88145,1.9596900000000002,-0.07824000000000009
3ip8,3dg9,1.4980200000000001,1.5,-0.0019799999999998708
4tu4,4qsq,1.7300799999999998,1.8013299999999999,-0.07125000000000004
1mb4,3q0e,1.8445200000000002,1.7992299999999999,0.045290000000000274
4gbn,4gbc,1.8720700000000001,1.7785,0.09357000000000015
2rch,3cli,1.84998,1.8000099999999999,0.04997000000000007
5hh5,1sml,1.74997,1.71,0.03997000000000006
5uyu,2zhv,1.9,1.84317,0.056829999999999936
3vig,3vii,0.9890000000000001,0.970002,0.01899800000000007
2q2n,2hk6,1.8000099999999999,1.71013,0.08987999999999996
3u0e,3lrf,1.60001,1.60007,-6.000000000017103e-05
5e74,5e9m,1.7830000000000001,1.7776900000000002,0.005309999999999926
5l8t,5e9m,1.85,1.7776900000000002,0.07230999999999987
5dyx,5e9m,1.8500299999999998,1.7776900000000002,0.07233999999999963
5dyu,5e9y,1.6500099999999998,1.6000299999999998,0.04997999999999991
3vif,3vih,0.9990020000000001,1.03,-0.03099799999999997
3a22,3a23,1.9000099999999998,1.9000599999999999,-5.0000000000105516e-05
5l8u,5e9m,1.85001,1.7776900000000002,0.07231999999999972
3mul,3jvj,1.6500099999999998,1.5501200000000002,0.09988999999999959
6ajv,6ajw,1.44983,1.4011,0.04872999999999994
5sxs,5syl,1.88737,1.95,-0.06262999999999996
2rfy,2rfw,1.69995,1.59998,0.09997000000000011
5ida,5id8,1.0996299999999999,1.09829,0.0013399999999998968
3s20,3row,1.83906,1.8486799999999999,-0.009619999999999962
4jma,5u5x,1.59901,1.52252,0.07648999999999995
4jqk,4jpu,1.359,1.4114,-0.0524
4w94,4ngv,1.55014,1.6401400000000002,-0.09000000000000008
5glp,5glm,1.8000200000000002,1.8002799999999999,-0.0002599999999997049
5z0h,3aws,1.17954,1.23853,-0.058989999999999876
4jpt,4jpu,1.4118700000000002,1.4114,0.0004700000000001925
4jpl,4jpu,1.41119,1.4114,-0.00021000000000004349
5glo,5glm,1.80003,1.8002799999999999,-0.00024999999999986144
5glr,5glm,1.70163,1.8002799999999999,-0.0986499999999999
5glq,5gln,1.7,1.70003,-2.999999999997449e-05
4jm6,4xv6,1.45223,1.55001,-0.0977800000000002
5z0i,3ax0,1.31929,1.40015,-0.08085999999999993
4jqm,4nvf,1.41032,1.49,-0.07967999999999997
4jqj,5u5x,1.60102,1.52252,0.07850000000000001
3qke,4kws,1.55,1.64232,-0.09231999999999996
3gl0,3gke,1.74905,1.74957,-0.000520000000000076
5e29,1y4g,1.85001,1.90773,-0.057719999999999994
